CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT
C4123,285.19,1.0,36.24,15.09,0.0,12.56,0.261116,0.193209,0.083268,0.221335,1,12,708.15,301.98,33.73,0.319118
C4124,30566.72,1.0,15.67,7.44,238.97,214.87,0.304418,0.113828,0.218041,0.142989,1,14,97365.82,37654.5,5417.23,0.303964
C4125,9318.81,1.0,150.01,44.62,25.59,129.14,0.14402,0.073224,0.098255,0.113817,8,16,17269.25,12553.4,634.33,0.138257
C4126,500.55,1.0,6393.13,2357.51,3926.53,206.92,0.470848,0.354849,0.325552,0.037256,4,17,1235.62,3182.08,387.09,0.166339
C4127,1711.03,1.0,9914.03,4875.39,5178.29,140.22,0.351544,0.232763,0.1268,0.12143,4,15,3915.34,5153.1,316.97,0.094778
C4128,3133.79,1.0,290.6,101.47,60.93,592.57,0.183928,0.119291,0.074587,0.093822,7,18,8460.87,2447.94,133.7,0.094408
C4129,77.86,1.0,6.26,2.71,46.06,33.65,0.121647,0.03859,0.049819,0.040802,2,20,275.91,71.62,5.15,0.343007
C4130,21970.1,1.0,1043.2,561.76,507.69,227.1,0.287031,0.198348,0.216171,0.27667,3,8,51428.12,22471.08,1634.69,0.290239
C4131,20305.64,1.0,558.24,384.58,175.67,5008.11,0.621332,0.231976,0.26059,0.195778,1,17,80897.34,26945.07,2572.54,0.455975
C4132,1853.84,1.0,26140.97,12556.25,13635.44,1022.95,0.098049,0.031331,0.040779,0.00405,5,10,7166.83,10375.32,1202.42,0.586159
C4133,33510.41,1.0,195.54,99.92,0.0,4120.98,0.471696,0.254354,0.237674,0.13503,4,21,68882.99,47475.69,2578.48,0.397467
C4134,2107.92,1.0,827.25,195.93,1041.1,862.79,0.331401,0.234419,0.139381,0.228592,1,8,5875.91,2878.58,163.59,0.394226
C4135,1168.78,1.0,95.55,40.12,0.0,2596.99,0.108406,0.034076,0.06888,0.062545,2,18,4419.85,887.54,79.88,0.431962
C4136,871.13,1.0,239.42,129.62,0.0,446.19,0.112715,0.028047,0.060743,0.249039,3,9,2862.19,821.52,96.65,0.281815
C4137,1006.94,1.0,295.85,89.82,303.36,597.89,0.292686,0.188557,0.102464,0.193048,2,16,3709.3,1449.49,124.36,0.110495
C4138,360.08,1.0,12.0,3.49,0.0,363.53,0.343693,0.129465,0.150278,0.038326,2,14,1259.87,257.71,13.64,0.335813
C4139,810.99,1.0,3776.65,2581.27,1147.75,789.72,0.334477,0.074395,0.195525,0.097282,5,20,2474.25,3154.37,443.24,0.129578
C4140,865.99,1.0,3135.5,681.13,2552.07,1449.31,0.264849,0.066342,0.196497,0.182963,1,12,2723.07,3031.51,206.01,0.087905
C4141,3873.93,1.0,334.82,221.13,0.0,1474.78,0.048209,0.020449,0.026794,0.240434,2,17,8309.3,3238.06,444.78,0.178125
C4142,3522.25,1.0,815.84,542.71,123.73,2519.77,0.269251,0.185965,0.110107,0.259099,4,12,6921.77,2694.72,383.06,0.292625
C4143,4665.89,1.0,53.74,29.85,0.0,9.26,0.447735,0.265499,0.180931,0.382948,2,20,13663.46,4273.68,581.67,0.380073
C4144,3079.11,1.0,51.51,12.11,0.0,19.52,0.653419,0.31412,0.277277,0.088568,4,17,5277.44,2196.62,261.8,0.583981
C4145,2043.98,1.0,208.62,94.35,0.0,268.4,0.531526,0.300582,0.443285,0.159255,2,25,4359.77,2319.47,163.62,0.158839
C4146,2140.91,1.0,8936.59,2344.32,6400.86,317.77,0.386311,0.182391,0.279602,0.073597,6,13,6467.09,8896.86,623.95,0.263086
C4147,11255.16,1.0,245.0,53.22,307.44,2.99,0.151279,0.075525,0.081229,0.164585,3,7,19538.35,12168.21,650.4,0.215033
C4148,4898.24,1.0,21.95,12.6,276.83,2.07,0.349843,0.099334,0.280249,0.135756,4,11,15048.99,4651.49,577.47,0.188661
C4149,528.92,1.0,275.25,161.66,398.34,150.34,0.150592,0.062552,0.07034,0.076863,2,15,1498.39,643.49,34.43,0.382505
C4150,11673.55,1.0,126.57,33.38,14.71,6147.13,0.049123,0.020099,0.027636,0.103267,3,13,21524.66,8387.03,788.6,0.262682
C4151,4201.01,1.0,248.63,124.27,61.12,7.36,0.425415,0.22815,0.231876,0.186603,2,11,11543.08,4225.89,530.99,0.193644
C4152,1744.55,1.0,1846.36,1240.22,349.69,1282.46,0.393142,0.140682,0.288329,0.209359,2,12,5727.63,2302.15,317.43,0.38364
C4153,1552.3,1.0,2648.35,775.39,1679.4,8409.04,0.187742,0.142179,0.145281,0.033215,1,14,4534.94,3619.86,271.32,0.086458
C4154,469.05,1.0,11.65,6.24,74.69,5054.9,0.081998,0.055345,0.062935,0.086286,2,14,1741.47,701.41,96.15,0.242298
C4155,4808.79,1.0,111679.53,77541.89,33929.13,977.67,0.074688,0.053788,0.064766,0.138343,3,20,18618.73,51733.8,2644.4,0.349214
C4156,3762.57,1.0,2625.78,1053.56,1592.23,1128.24,0.484738,0.138336,0.409923,0.115781,5,18,9065.49,5048.35,349.37,0.204326
C4157,9940.22,1.0,17507.23,3988.97,13540.09,8.93,0.623209,0.190059,0.338819,0.116559,5,18,21371.18,21904.42,3002.25,0.093825
C4158,4550.16,1.0,32.18,11.98,209.25,95.42,0.09878,0.055236,0.032317,0.224066,5,11,11439.87,6243.86,615.01,0.246846
C4159,134.16,1.0,8028.02,5371.21,2731.67,128.23,0.591141,0.36298,0.431938,0.200179,2,20,355.74,6536.8,907.89,0.459478
C4160,7870.56,1.0,89.34,35.98,0.0,13.19,0.321709,0.088587,0.168649,0.058776,4,11,15469.2,11151.31,1514.54,0.374837
C4161,7072.83,1.0,1160.48,568.01,879.57,38.96,0.196916,0.154973,0.091324,0.226519,0,17,23732.73,10010.99,1408.93,0.279069
C4162,3991.39,1.0,4897.1,1130.51,4076.62,75.77,0.385692,0.274911,0.234481,0.170511,1,16,15111.66,5405.93,536.97,0.063937
C4163,378.07,1.0,21.0,12.19,37.31,1295.26,0.294224,0.217973,0.241399,0.346349,2,21,1016.82,558.34,76.4,0.271325
C4164,9045.77,1.0,105.32,61.11,235.41,170.08,0.238387,0.187309,0.167817,0.121025,2,13,14802.21,10805.74,1157.65,0.055917
C4165,2736.5,1.0,5.38,2.65,356.17,15.4,0.137476,0.070395,0.117397,0.080496,0,22,10838.78,2567.97,273.02,0.630525
C4166,1011.16,1.0,334.03,84.16,272.45,418.63,0.594969,0.153476,0.393065,0.071312,1,19,2387.8,1038.65,104.28,0.375688
C4167,1488.02,1.0,4375.86,2152.23,2361.77,29.03,0.119318,0.033283,0.039425,0.081549,3,15,3048.31,4602.77,621.51,0.172964
C4168,5852.56,1.0,2832.58,570.66,2248.11,704.52,0.495493,0.274473,0.152819,0.122279,1,14,14312.31,6667.36,674.25,0.075618
C4169,101.22,1.0,6401.76,4396.55,2133.73,787.05,0.36294,0.246199,0.23931,0.024148,1,19,268.12,4840.14,334.34,0.082908
C4170,14519.56,1.0,528.86,272.62,0.0,156.93,0.148439,0.083728,0.12363,0.332616,4,17,32639.38,13534.73,1122.35,0.133256
C4171,4094.69,1.0,859.11,222.07,636.8,880.27,0.338004,0.145016,0.219293,0.151446,5,8,10618.39,4716.67,402.53,0.736206
C4172,3274.98,1.0,86.83,18.04,0.0,599.47,0.337365,0.25223,0.161469,0.238363,2,11,12515.64,3667.77,314.51,0.159524
C4173,1177.38,1.0,39.68,12.62,132.76,172.71,0.596801,0.458201,0.435422,0.348091,2,14,3616.26,1302.6,101.96,0.358251
C4174,69283.82,1.0,5.5,3.28,0.0,148.32,0.40936,0.249371,0.356645,0.177634,4,18,159777.86,71106.22,6802.72,0.208912
C4175,721.32,1.0,455.79,168.54,162.86,962.95,0.605465,0.397805,0.538886,0.345522,3,7,1095.23,953.15,136.91,0.302309
C4176,23235.69,1.0,1991.07,1227.58,1004.66,11.41,0.119765,0.091206,0.041819,0.346682,5,14,70364.96,18502.83,2623.72,0.273005
C4177,2793.36,1.0,1065.56,311.71,664.28,271.07,0.379723,0.148873,0.20784,0.276188,2,18,6986.28,3632.19,524.63,0.285512
C4178,64795.58,1.0,81.51,51.89,0.0,1329.52,0.045833,0.021431,0.032649,0.086117,4,15,172808.03,79345.02,10139.72,0.178066
C4179,1022.87,1.0,4808.88,2232.08,2260.99,383.4,0.027171,0.018225,0.012045,0.289401,4,20,3765.04,4452.7,463.62,0.019215
C4180,302.88,1.0,186.13,112.55,0.0,891.25,0.287891,0.218473,0.088454,0.048937,4,5,793.25,511.44,26.99,0.333241
C4181,479.29,1.0,1100.98,342.37,321.01,91.25,0.076875,0.032468,0.02583,0.179833,1,12,886.13,870.0,118.6,0.130885
C4182,430.95,1.0,720.18,413.79,103.39,290.33,0.402056,0.258898,0.238637,0.168292,3,12,1229.64,780.3,84.27,0.391265
C4183,1314.51,1.0,1536.0,1034.71,526.27,5.33,0.068513,0.034839,0.028863,0.20799,2,15,4289.68,2035.39,219.12,0.131023
C4184,2328.75,1.0,1025.67,399.65,763.38,1179.07,0.495134,0.298746,0.15418,0.057046,3,18,5241.3,4197.88,266.32,0.573045
C4185,809.87,1.0,155.49,102.31,0.0,307.33,0.177753,0.089474,0.145191,0.164026,0,14,1719.08,911.46,93.88,0.232271
C4186,10093.35,1.0,2.13,0.54,0.0,42.55,0.301679,0.089078,0.22479,0.435889,2,18,24562.95,6420.25,512.72,0.278863
C4187,1857.21,1.0,1295.62,543.44,893.1,36.35,0.352117,0.134012,0.288529,0.207583,7,12,4619.27,2375.17,181.93,0.088592
C4188,6645.83,1.0,39.64,12.92,32.61,55.65,0.351185,0.103415,0.290973,0.110432,3,16,13022.26,5195.22,521.63,0.113224
C4189,1963.06,1.0,202.23,66.32,11.54,12.06,0.584993,0.329317,0.493006,0.023347,3,11,6061.21,2535.95,243.79,0.421304
C4190,868.3,1.0,122.35,47.5,120.41,213.72,0.325139,0.167998,0.239946,0.026406,5,12,2978.58,1053.15,68.96,0.050283
C4191,1151.35,1.0,1127.63,523.89,851.64,11473.6,0.232211,0.184808,0.160694,0.213296,3,14,3508.54,1880.5,97.98,0.194208
C4192,133.79,1.0,700.0,250.54,31.78,498.53,0.221502,0.081293,0.17507,0.065373,3,18,369.02,604.31,63.95,0.550963
C4193,42434.12,1.0,775.86,295.39,513.19,248.2,0.564419,0.314236,0.196177,0.12942,3,15,124451.45,28409.32,4196.84,0.141036
C4194,2056.9,1.0,5961.63,2529.66,3217.35,42.53,0.070773,0.038419,0.045647,0.491509,3,16,5726.07,4344.22,399.76,0.041639
C4195,1205.65,1.0,589.02,188.03,329.57,8.77,0.260142,0.157824,0.078206,0.195381,4,16,3206.53,935.11,117.71,0.078642
C4196,346.84,1.0,1336.73,804.7,766.93,455.68,0.332349,0.120573,0.125492,0.199067,1,17,544.67,1278.14,168.51,0.047573
C4197,1646.02,1.0,205.34,121.37,217.97,2189.98,0.088841,0.020433,0.041568,0.260986,1,21,4694.74,1437.69,113.56,0.196867
C4198,116.35,1.0,23.49,8.88,175.71,2298.99,0.623854,0.418638,0.306876,0.050749,2,13,196.29,187.23,21.66,0.14695
C4199,4973.77,1.0,382.97,187.45,319.11,0.62,0.491795,0.162393,0.389348,0.148526,6,18,14257.19,5838.68,562.91,0.346667
C4200,456.79,1.0,34824.49,9334.69,25674.29,2.68,0.26578,0.188459,0.163462,0.472707,1,22,1252.02,20850.53,1648.7,0.184067
C4201,18675.55,1.0,84.48,51.81,1.93,8.78,0.707354,0.209485,0.252159,0.378189,2,12,67911.34,23120.53,2216.38,0.276534
C4202,13855.97,1.0,328.7,190.25,572.09,78.17,0.233093,0.13885,0.089108,0.280958,5,23,35032.8,14511.24,1655.74,0.549691
C4203,465.23,1.0,106.17,70.96,0.0,53.5,0.302527,0.199959,0.2132,0.135634,3,19,1806.25,355.31,20.33,0.479209
C4204,5062.97,1.0,4.27,2.53,0.0,1503.58,0.220875,0.07871,0.072463,0.165608,1,14,13395.74,7334.81,602.02,0.304244
C4205,24210.44,1.0,3020.99,1441.3,1742.96,349.54,0.150397,0.095012,0.088171,0.13445,7,19,93709.27,35238.07,3857.66,0.27027
C4206,35492.04,1.0,96.83,37.45,0.0,240.74,0.211796,0.101122,0.074819,0.173595,4,15,67181.73,32930.29,1961.86,0.495435
C4207,10288.43,1.0,141.37,52.62,0.0,5.01,0.07062,0.041552,0.062578,0.219551,2,15,37924.89,7637.28,644.97,0.18776
C4208,4768.38,1.0,34.65,7.84,0.0,72.28,0.200448,0.158246,0.11114,0.044548,2,15,16440.02,3824.14,204.89,0.14614
C4209,1146.03,1.0,149193.27,78133.28,71213.38,17.67,0.259097,0.174017,0.157996,0.005477,2,15,2413.58,58866.87,8817.64,0.491015
C4210,5715.34,1.0,4621.46,2946.07,1961.03,2.5,0.211174,0.16019,0.189638,0.074623,6,16,22807.13,8819.32,620.29,0.082558
C4211,321.37,1.0,5858.49,3118.52,2667.25,665.59,0.700997,0.338718,0.550916,0.133083,4,19,691.94,3341.18,431.24,0.326289
C4212,15526.92,1.0,2421.12,923.95,1501.66,2.46,0.251571,0.1219,0.09031,0.217105,2,15,42576.0,24558.4,2006.41,0.253891
C4213,58269.71,1.0,356.84,242.04,172.56,299.51,0.152196,0.050514,0.106656,0.040397,0,17,192953.48,63177.6,7658.98,0.288076
C4214,908.4,1.0,440.27,207.69,374.03,2225.9,0.077635,0.049246,0.063907,0.16972,3,18,1371.5,978.4,89.76,0.25842
C4215,513.85,1.0,61.7,27.29,303.41,62.33,0.148427,0.116163,0.107348,0.17273,3,15,1218.28,726.21,39.32,0.088141
C4216,1425.03,1.0,115.85,31.23,0.0,299.16,0.301404,0.081564,0.260636,0.35054,0,15,4169.05,911.14,65.15,0.21116
C4217,7661.24,1.0,527.58,143.04,204.28,13.87,0.460972,0.216046,0.297627,0.214408,4,8,22879.72,10657.93,1238.92,0.2852
C4218,2415.14,1.0,152.01,59.21,219.35,292.77,0.287069,0.151844,0.230137,0.066526,9,22,8232.26,1989.26,110.49,0.36335
C4219,6960.35,1.0,203.78,102.63,0.0,787.41,0.56889,0.386235,0.334708,0.119791,4,14,19881.51,10220.62,1405.5,0.508123
C4220,1894.34,1.0,187.47,54.95,219.24,7.71,0.306387,0.209487,0.160792,0.128078,3,12,7529.66,2287.44,197.13,0.154266
C4221,26490.8,1.0,55.7,37.22,150.72,572.32,0.283398,0.128532,0.124121,0.15887,3,16,82902.13,26075.71,2813.52,0.293562
C4222,6303.43,1.0,282.93,89.58,188.56,8.89,0.411248,0.313947,0.253836,0.468165,2,10,19676.43,9472.16,1341.03,0.454607
C4223,566.87,1.0,5016.48,3406.47,1347.25,1163.24,0.238072,0.084489,0.09296,0.111889,7,12,1477.46,3837.8,363.38,0.334384
C4224,133.51,1.0,1297.75,518.08,1016.45,44.83,0.232241,0.108144,0.180449,0.054073,3,7,354.63,935.28,125.65,0.221149
C4225,12357.77,1.0,26.81,8.62,281.65,10.87,0.316554,0.166798,0.17621,0.311739,2,11,33750.16,17719.99,2045.47,0.262322
C4226,3645.63,1.0,17000.01,5019.01,12145.08,259.96,0.179141,0.048795,0.076948,0.042731,3,17,14217.48,10018.36,952.39,0.36524
C4227,7172.46,1.0,938.79,627.81,0.0,326.52,0.277599,0.148096,0.19041,0.075185,4,18,21171.67,7664.36,646.23,0.167257
C4228,12453.93,1.0,986.58,477.12,475.09,0.26,0.200551,0.079412,0.175515,0.054246,3,13,20370.53,12665.71,1034.85,0.338201
C4229,1396.8,1.0,705.2,150.97,550.51,333.8,0.4036,0.281448,0.17368,0.409899,4,17,4399.53,2258.25,217.99,0.397437
C4230,7376.18,1.0,5713.88,2736.59,3043.58,428.23,0.777433,0.381163,0.415865,0.131292,1,17,14196.23,11244.28,1355.81,0.075168
C4231,1860.62,1.0,71.67,45.76,143.91,31.91,0.17957,0.118563,0.129075,0.087226,3,11,4736.57,2358.83,225.88,0.369634
C4232,2077.48,1.0,375.42,102.12,119.52,136.42,0.217119,0.16024,0.085364,0.278728,6,16,3595.89,1306.62,166.86,0.060152
C4233,39577.65,1.0,118.24,45.11,0.0,141.38,0.38697,0.114258,0.252279,0.285124,1,18,74774.44,22987.93,1277.77,0.411641
C4234,1990.91,1.0,9240.73,5239.52,3881.07,11.11,0.112283,0.052743,0.071227,0.030945,5,11,6747.76,7952.73,1068.67,0.568467
C4235,288.69,1.0,3935.47,1214.88,2429.97,4.56,0.469385,0.096498,0.245708,0.1235,0,18,697.62,2671.06,207.37,0.461153
C4236,343.79,1.0,143.49,97.39,155.36,169.19,0.473208,0.109543,0.266278,0.248302,5,18,556.83,537.15,79.67,0.118828
C4237,8992.62,1.0,51.79,28.75,408.76,57.98,0.610005,0.307598,0.40441,0.138497,1,8,29758.5,7456.63,916.43,0.4357
C4238,2326.99,1.0,63.51,21.39,0.0,54.59,0.233309,0.076131,0.074321,0.171585,3,11,3527.53,3040.59,283.65,0.479218
C4239,1548.94,1.0,84.49,25.17,0.0,166.41,0.275994,0.15179,0.114645,0.015647,4,20,5446.58,1477.34,211.0,0.181264
C4240,2847.43,1.0,76.46,52.3,193.37,88.57,0.700809,0.273586,0.606559,0.054574,4,16,8243.03,1475.83,81.63,0.217024
C4241,1710.1,1.0,5628.39,2744.58,2537.4,25.63,0.054985,0.043674,0.025323,0.466223,2,18,6219.69,3420.88,290.63,0.113741
C4242,6705.69,1.0,688.1,362.52,409.61,11.3,0.169504,0.114633,0.128439,0.162833,3,11,14746.73,10136.04,1218.69,0.437689
C4243,848.27,1.0,276.84,168.88,0.0,61.86,0.513663,0.258215,0.230094,0.142794,3,14,1633.13,578.4,82.12,0.452335
C4244,6183.14,1.0,19.28,6.72,391.17,14.08,0.445592,0.342401,0.344663,0.008756,2,11,10313.65,8531.0,1261.85,0.273701
C4245,4985.17,1.0,43.29,16.7,0.0,100.99,0.298551,0.172638,0.101574,0.354912,8,22,16198.95,3372.44,448.39,0.371735
C4246,3134.02,1.0,30.92,11.76,0.0,13.84,0.368934,0.095961,0.259134,0.113001,3,13,11829.55,3901.62,252.11,0.183978
C4247,779.21,1.0,91.24,35.78,61.0,381.01,0.408528,0.283648,0.155892,0.279325,3,20,2533.24,460.26,37.7,0.366175
C4248,10101.84,1.0,1816.96,1171.16,906.71,127.98,0.210775,0.128968,0.130147,0.100155,6,16,30598.91,10811.4,1383.6,0.396402
C4249,12992.13,1.0,448.54,305.55,84.88,188.98,0.58246,0.190494,0.246951,0.415197,3,15,19678.81,14133.65,1241.66,0.401047
C4250,143.98,1.0,5546.81,1748.69,3680.42,0.91,0.199094,0.108764,0.075766,0.256636,3,13,346.36,4497.13,351.01,0.21529
C4251,3165.07,1.0,3.13,1.71,366.41,1852.71,0.323843,0.179023,0.130247,0.059007,3,14,12206.96,2707.23,206.28,0.574532
C4252,458.56,1.0,54.14,33.84,88.2,1.69,0.391085,0.091742,0.239694,0.115523,3,15,1313.8,602.39,41.82,0.441457
C4253,1565.88,1.0,5348.88,1133.87,4519.96,17.38,0.340638,0.119317,0.28485,0.239898,3,20,3380.53,5251.27,367.93,0.273724
C4254,2025.11,1.0,26176.7,10581.5,15459.8,1015.45,0.217537,0.144496,0.134259,0.183873,2,24,3652.57,17231.54,1035.2,0.264653
C4255,3890.02,1.0,277.73,158.42,390.46,41.77,0.577211,0.285806,0.299,0.036626,4,10,9651.15,3308.51,387.22,0.359559
C4256,2033.42,1.0,14102.12,3330.02,10824.48,585.88,0.289473,0.085122,0.167502,0.260832,2,6,3768.62,11734.97,1570.31,0.095683
C4257,1241.99,1.0,133.64,69.13,16.05,539.82,0.187277,0.137147,0.133749,0.075004,2,13,4837.89,844.72,42.32,0.251045
C4258,3565.11,1.0,178.37,56.16,470.35,106.8,0.08805,0.054406,0.058633,0.222401,5,19,12837.63,4766.81,598.64,0.619479
C4259,298.35,1.0,130.16,31.79,271.2,124.32,0.382429,0.164166,0.132038,0.124386,2,16,801.53,392.95,45.8,0.168178
C4260,1427.44,1.0,44.47,10.21,114.55,76.51,0.488233,0.244588,0.366089,0.056868,5,19,5675.41,1852.1,99.79,0.352064
C4261,1592.97,1.0,555.77,266.74,346.79,12.75,0.106674,0.058107,0.084742,0.266155,2,19,2990.6,1325.3,85.32,0.157177
C4262,604.18,1.0,824.11,355.19,413.55,365.31,0.357845,0.121782,0.250894,0.054977,2,16,1151.57,1042.84,62.28,0.311261
C4263,146.58,1.0,39.94,14.38,0.0,152.0,0.226003,0.142766,0.127768,0.289756,3,14,278.45,235.23,23.75,0.376277
C4264,2678.03,1.0,238.01,138.73,0.0,2284.42,0.136311,0.088231,0.082876,0.010822,3,16,4949.78,3525.56,200.38,0.378282
C4265,557.95,1.0,143.82,56.41,239.51,435.86,0.558691,0.129668,0.24184,0.310642,2,10,1524.43,706.33,90.19,0.169211
C4266,356.11,1.0,10048.16,5565.28,4458.29,42.45,0.116492,0.089521,0.077221,0.093849,2,18,1222.51,7015.24,1038.52,0.190316
C4267,20833.75,1.0,1464.55,720.8,628.21,250.77,0.262745,0.191292,0.219725,0.051861,4,17,64700.5,20099.93,2303.61,0.434086
C4268,703.92,1.0,1194.46,722.06,311.76,2836.23,0.362101,0.131672,0.109284,0.214076,7,15,1795.89,1288.72,176.52,0.114933
C4269,707.9,1.0,5047.76,1926.89,3211.68,67.04,0.28859,0.076994,0.158322,0.201288,4,17,1113.38,2324.48,250.41,0.504656
C4270,10624.21,1.0,808.92,425.27,490.34,740.82,0.095925,0.061084,0.035091,0.153817,7,15,25058.22,8349.5,470.1,0.301655
C4271,506.77,1.0,607.84,232.16,639.92,15.99,0.42156,0.238788,0.224095,0.157934,2,15,1106.64,1086.3,85.86,0.255366
C4272,963.96,1.0,89941.84,43911.33,46169.09,7059.8,0.305973,0.183629,0.111845,0.305348,3,17,2004.79,31588.03,2469.44,0.381868
C4273,347.72,1.0,162.5,59.52,283.3,1109.22,0.271829,0.173448,0.105749,0.16311,4,12,862.81,572.43,44.05,0.411716
C4274,4965.61,1.0,7403.05,3304.34,3847.68,287.14,0.40178,0.166608,0.317363,0.140269,1,10,15995.36,8287.31,704.55,0.416791
C4275,1307.97,1.0,22.34,9.87,267.76,111.34,0.421605,0.304594,0.282327,0.028464,4,21,4394.93,838.54,49.17,0.133394
C4276,2054.13,1.0,8319.79,1769.65,6610.55,9.11,0.349028,0.233344,0.304936,0.050711,2,15,4051.12,5322.97,279.04,0.077999
C4277,1579.92,1.0,552.2,209.95,604.43,426.51,0.369959,0.168508,0.184557,0.016425,3,17,4801.16,1743.89,146.16,0.362054
C4278,202.93,1.0,784.02,467.27,338.25,53.44,0.388766,0.141129,0.273191,0.240748,1,10,468.2,691.05,63.28,0.240904
C4279,780.36,1.0,471.69,243.52,0.0,81.36,0.189073,0.052474,0.129978,0.197812,6,21,1631.86,644.15,67.11,0.269886
C4280,3569.18,1.0,3522.34,1798.38,1884.12,193.26,0.418059,0.159894,0.215181,0.096482,3,18,14253.2,7038.72,1017.17,0.269977
C4281,3826.62,1.0,527.04,109.52,605.67,289.76,0.269429,0.162004,0.187277,0.242785,3,10,6341.79,3558.39,396.9,0.390505
C4282,254.74,1.0,2903.59,1055.08,2148.21,83.84,0.128424,0.055988,0.076736,0.047241,1,15,925.29,2265.7,126.5,0.183871
C4283,2642.25,1.0,2062.53,1133.12,1003.38,157.32,0.125645,0.067994,0.10234,0.171946,1,21,6597.09,4021.7,569.07,0.328564
C4284,12733.1,1.0,2193.87,869.12,1231.44,44.14,0.208842,0.05851,0.140971,0.316846,3,16,49080.58,19548.94,2273.68,0.489791
C4285,2481.59,1.0,253.72,99.16,38.16,17.99,0.115044,0.054142,0.072573,0.08304,4,11,4944.73,3668.55,367.79,0.782656
C4286,1951.06,1.0,94.88,39.63,42.33,19.72,0.392012,0.155838,0.288347,0.254639,2,19,7784.17,1100.93,59.2,0.629019
C4287,1339.29,1.0,501.49,114.82,538.3,222.68,0.322605,0.177642,0.112914,0.319979,0,19,4530.67,1562.9,176.17,0.605494
C4288,15457.75,1.0,378.18,129.41,420.01,6.02,0.200138,0.116732,0.135265,0.15454,0,12,44938.18,18615.94,2737.88,0.402518
C4289,1141.51,1.0,2933.27,870.52,1876.97,4458.65,0.288529,0.112788,0.107648,0.378138,1,17,3877.86,3112.47,162.16,0.127913
C4290,12852.18,1.0,143.65,47.68,57.81,3868.37,0.128926,0.044855,0.058499,0.369488,4,20,42904.88,17358.4,2527.15,0.222651
C4291,4713.29,1.0,1674.12,559.37,1354.58,113.07,0.232224,0.131509,0.153976,0.16739,2,15,11089.22,6075.25,857.86,0.183563
C4292,6428.3,1.0,325.33,157.03,229.41,24.69,0.47471,0.309631,0.292052,0.131448,3,21,24634.38,3563.88,371.22,0.319332
C4293,835.75,1.0,851.26,306.17,458.18,13.08,0.248115,0.158723,0.08892,0.416792,2,14,3212.57,1351.53,86.49,0.082524
C4294,884.52,1.0,472.0,314.65,0.0,64.33,0.270046,0.174793,0.217952,0.142702,5,17,1930.15,1256.45,110.14,0.438305
C4295,2881.78,1.0,211.35,79.04,0.0,95.54,0.194394,0.0542,0.066242,0.085703,6,21,6175.08,3339.75,297.11,0.044794
C4296,15978.68,1.0,134.6,43.12,0.0,20.38,0.142225,0.082233,0.060801,0.189174,1,22,58273.64,13130.02,1048.32,0.426101
C4297,79.88,1.0,64.01,40.2,0.0,869.78,0.604417,0.132827,0.377164,0.233062,4,19,180.87,163.64,8.62,0.482432
C4298,494.92,1.0,643.85,405.75,300.79,80.86,0.117334,0.074836,0.101741,0.117287,1,16,1877.62,1016.65,136.19,0.257757
C4299,638.82,1.0,570.27,301.12,66.72,628.91,0.153557,0.055782,0.097633,0.069012,3,12,2013.95,1129.36,102.76,0.44767
C4300,19074.09,1.0,489.51,158.99,340.9,48.88,0.20799,0.147117,0.182046,0.048683,5,7,74627.3,20245.3,2537.89,0.188842
C4301,1249.72,1.0,6622.67,2032.42,4633.13,74.13,0.339412,0.223844,0.143841,0.086344,3,18,4426.28,4018.41,396.97,0.238951
C4302,5669.91,1.0,2748.2,1117.05,1846.59,73.17,0.107449,0.037978,0.062457,0.147183,1,14,20430.5,7682.33,495.33,0.054488
C4303,1384.77,1.0,918.55,537.15,625.23,292.19,0.629352,0.397214,0.562087,0.217856,2,12,2347.64,1940.09,122.45,0.165452
C4304,1578.83,1.0,52.82,32.6,87.08,5953.47,0.229038,0.168006,0.193166,0.082697,3,11,4336.72,2339.09,169.4,0.47735
C4305,979.84,1.0,9057.85,5440.57,3737.99,272.52,0.264475,0.199592,0.229141,0.095948,3,22,2465.01,3382.53,223.32,0.036284
C4306,906.7,1.0,181.52,57.04,65.98,865.26,0.014729,0.011433,0.012377,0.18542,1,15,3132.61,1222.15,104.62,0.338094
C4307,641.24,1.0,3389.33,1076.11,2387.84,25914.86,0.012526,0.004468,0.00605,0.324159,4,16,1478.97,2525.46,141.34,0.260471
C4308,2993.27,1.0,32.88,7.8,0.0,163.22,0.082297,0.017801,0.054185,0.0465,4,13,9555.91,2604.83,213.84,0.305004
C4309,385.05,1.0,256.73,55.76,43.54,4.57,0.144646,0.112295,0.106197,0.031717,4,12,1243.96,729.94,79.15,0.212601
C4310,10217.8,1.0,147.14,39.97,58.22,3.54,0.131843,0.036124,0.081315,0.006754,1,14,23153.49,14384.98,1690.53,0.423453
C4311,13715.13,1.0,6415.58,4191.27,2567.49,316.59,0.472173,0.231325,0.145184,0.024569,4,12,40046.97,21888.23,2631.75,0.527603
