customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID2757,Female,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),60.17,3940.44,Yes
ID2758,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),32.16,1230.69,No
ID2759,Male,0,Yes,Yes,41,No,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,102.39,4193.44,No
ID2760,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),49.48,3033.28,No
ID2761,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,102.06,4720.36,Yes
ID2762,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),74.25,5108.31,No
ID2763,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),72.21,3804.48,Yes
ID2764,Male,0,No,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),78.81,4618.61,No
ID2765,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.43,3875.65,Yes
ID2766,Female,0,No,No,49,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,29.3,1412.43,No
ID2767,Male,0,No,No,23,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),77.12,1598.84,No
ID2768,Male,0,Yes,No,67,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,60.62,3981.32,Yes
ID2769,Male,0,Yes,No,68,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,64.4,4535.66,No
ID2770,Male,1,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.58,306.5,Yes
ID2771,Male,0,No,No,50,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Mailed check,32.52,1705.52,No
ID2772,Female,1,No,Yes,1,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,42.31,0.0,No
ID2773,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),47.13,3352.72,No
ID2774,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),56.15,3355.85,No
ID2775,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,28.04,639.01,Yes
ID2776,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),33.97,1090.01,Yes
ID2777,Male,0,Yes,Yes,53,Yes,No phone service,No,No,No,No,No internet service,No,No,Two year,No,Electronic check,43.88,2076.11,No
ID2778,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),88.07,5093.2,No
ID2779,Male,0,No,No,42,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,85.65,3534.03,No
ID2780,Male,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,19.17,0.0,Yes
ID2781,Female,0,No,No,53,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,25.35,1330.76,No
ID2782,Male,0,Yes,No,38,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,68.4,2417.49,Yes
ID2783,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),60.97,26.56,No
ID2784,Female,0,Yes,No,65,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,47.82,3302.33,No
ID2785,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,68.57,648.69,Yes
ID2786,Female,0,Yes,Yes,18,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Electronic check,38.35,525.8,Yes
ID2787,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),31.83,2042.17,No
ID2788,Female,1,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,25.25,1733.19,Yes
ID2789,Female,1,Yes,Yes,48,No,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.46,1066.69,No
ID2790,Female,0,Yes,Yes,57,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,38.12,2152.15,No
ID2791,Male,0,No,No,57,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.75,5516.29,No
ID2792,Male,0,Yes,No,12,No,No phone service,No,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,98.91,1198.36,No
ID2793,Male,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,109.95,6489.54,Yes
ID2794,Female,0,No,Yes,36,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.71,3100.42,Yes
ID2795,Female,0,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.02,1863.89,Yes
ID2796,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),31.17,506.7,Yes
ID2797,Female,0,Yes,Yes,40,No,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),40.27,1541.88,No
ID2798,Male,0,No,No,64,No,No phone service,No,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.43,3858.63,No
ID2799,Male,0,Yes,Yes,14,No,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),43.3,511.79,No
ID2800,Female,0,No,No,0,No,Yes,No,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,49.91,112.25,Yes
ID2801,Female,0,No,No,60,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Credit card (automatic),113.13,6618.75,No
ID2802,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,57.04,2489.96,Yes
ID2803,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No,One year,Yes,Mailed check,33.63,2399.29,No
ID2804,Male,0,No,Yes,69,Yes,Yes,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),53.03,3795.52,No
ID2805,Male,0,No,No,25,Yes,Yes,No,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),22.09,507.41,No
ID2806,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.23,787.59,No
ID2807,Male,1,No,No,66,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,90.67,6072.19,Yes
ID2808,Male,0,No,Yes,18,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.8,1014.37,No
ID2809,Female,1,No,No,25,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,73.65,1731.62,Yes
ID2810,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,106.07,4447.98,No
ID2811,Male,0,No,No,30,Yes,No,No,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,38.92,1255.52,No
ID2812,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,34.8,2603.1,Yes
ID2813,Female,0,No,No,21,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,44.25,938.32,No
ID2814,Female,0,No,No,64,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),40.29,2557.33,Yes
ID2815,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,106.22,4236.63,Yes
ID2816,Female,0,No,No,70,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),22.85,1790.89,No
ID2817,Male,1,No,No,0,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,26.73,18.65,No
ID2818,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),112.78,7289.44,Yes
ID2819,Female,0,Yes,No,56,Yes,No,No,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,57.68,3345.67,No
ID2820,Female,0,Yes,No,32,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,68.05,2151.55,No
ID2821,Male,0,No,No,43,No,Yes,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,76.55,3227.27,No
ID2822,Male,0,No,No,47,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,96.88,4572.27,Yes
ID2823,Female,0,No,Yes,0,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.81,0.0,Yes
ID2824,Female,1,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,55.68,840.05,No
ID2825,Female,0,No,No,44,No,No,DSL,Yes,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),98.82,4141.53,Yes
ID2826,Female,0,Yes,No,44,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Electronic check,93.28,4206.42,No
ID2827,Male,0,Yes,No,54,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),106.58,5666.7,No
ID2828,Male,1,No,No,51,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),43.56,2344.01,No
ID2829,Male,0,No,No,4,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,27.79,15.5,Yes
ID2830,Female,0,No,No,26,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,28.88,614.61,No
ID2831,Female,0,No,No,42,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Electronic check,73.0,2892.47,No
ID2832,Male,0,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,44.58,1560.59,No
ID2833,Male,0,Yes,No,66,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),22.75,1657.17,No
ID2834,Male,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.35,2021.86,Yes
ID2835,Male,1,Yes,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),104.92,6102.44,Yes
ID2836,Female,1,Yes,No,58,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,55.12,3335.36,No
ID2837,Male,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.45,632.11,No
ID2838,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,43.24,980.27,Yes
ID2839,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.35,360.74,No
ID2840,Male,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),87.37,2390.8,No
ID2841,Male,0,No,No,25,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,88.78,2343.51,No
ID2842,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,104.19,5204.99,Yes
ID2843,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,107.08,3429.64,Yes
ID2844,Female,0,Yes,Yes,60,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,117.69,7093.39,Yes
ID2845,Female,0,No,Yes,35,Yes,No,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.75,1886.84,Yes
ID2846,Female,0,No,No,39,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.97,4455.02,Yes
ID2847,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,No,Electronic check,82.77,1497.66,No
ID2848,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.55,118.44,Yes
ID2849,Female,0,Yes,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.87,4572.2,No
ID2850,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),56.34,794.51,No
ID2851,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),25.67,1564.41,No
ID2852,Male,0,Yes,No,10,Yes,No,No,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),43.08,549.65,Yes
ID2853,Female,0,No,Yes,32,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,No,Credit card (automatic),89.9,2858.07,No
ID2854,Female,0,Yes,No,71,No,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),53.22,3827.11,No
ID2855,Male,0,Yes,No,7,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.12,479.66,Yes
ID2856,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,No,Bank transfer (automatic),109.58,7713.13,No
ID2857,Male,0,No,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,77.58,1273.86,No
ID2858,Male,0,Yes,No,60,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,114.04,6847.61,No
ID2859,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,52.75,1303.8,No
ID2860,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,106.32,1548.94,No
ID2861,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.07,3061.63,Yes
ID2862,Male,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,70.31,3932.51,No
ID2863,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),54.8,1315.96,No
ID2864,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),53.52,157.47,No
ID2865,Male,1,No,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.88,1124.69,Yes
ID2866,Female,0,Yes,No,48,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),84.66,4059.24,No
ID2867,Female,0,No,No,45,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,62.33,2904.85,No
ID2868,Female,0,Yes,No,2,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,94.93,77.74,Yes
ID2869,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.64,4198.77,No
ID2870,Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,50.93,3104.22,No
ID2871,Female,0,Yes,No,36,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),99.23,3519.25,Yes
ID2872,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),94.42,6222.12,Yes
ID2873,Female,0,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),80.36,434.63,Yes
ID2874,Female,0,No,No,43,No,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.03,1516.3,Yes
ID2875,Female,1,Yes,Yes,22,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.12,1745.59,Yes
ID2876,Female,0,No,No,19,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,No,Bank transfer (automatic),63.75,1191.59,Yes
ID2877,Female,1,Yes,Yes,25,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,20.25,572.95,Yes
ID2878,Male,0,Yes,Yes,61,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Two year,No,Bank transfer (automatic),117.9,7179.67,No
ID2879,Female,0,Yes,Yes,53,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,89.42,4720.95,No
ID2880,Female,0,No,No,48,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),55.42,2786.17,Yes
ID2881,Male,0,No,No,2,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,76.24,115.05,Yes
ID2882,Male,1,No,No,5,Yes,Yes,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),107.76,442.7,No
ID2883,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,22.06,126.27,No
ID2884,Female,0,No,No,64,Yes,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.26,2838.19,No
ID2885,Male,0,No,Yes,41,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),113.51,4606.86,No
ID2886,Female,0,Yes,No,19,Yes,No,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.83,311.64,No
ID2887,Female,0,Yes,No,64,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),76.65,4779.71,No
ID2888,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,72.17,3844.12,Yes
ID2889,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,No,Electronic check,116.74,2072.73,No
ID2890,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.46,3713.75,Yes
ID2891,Male,0,No,No,55,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,116.32,6475.76,Yes
ID2892,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,No,Electronic check,19.42,1077.2,No
ID2893,Male,0,No,No,48,Yes,No,No,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,52.37,2517.76,No
ID2894,Male,1,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,45.29,166.36,No
ID2895,Male,0,No,Yes,33,No,No,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,32.95,1039.12,No
ID2896,Female,0,Yes,No,18,Yes,No,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),118.33,2244.36,Yes
ID2897,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Two year,No,Electronic check,115.95,972.93,No
ID2898,Female,0,No,No,65,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),32.73,2009.11,Yes
ID2899,Female,1,Yes,No,33,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,70.83,2418.37,No
ID2900,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,27.84,0.0,Yes
ID2901,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,30.7,1932.65,No
ID2902,Male,0,Yes,Yes,21,Yes,No,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,89.52,1912.57,Yes
ID2903,Female,0,Yes,No,71,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),105.39,7473.26,No
ID2904,Female,0,Yes,No,46,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.02,3810.27,No
ID2905,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),29.56,129.38,Yes
ID2906,Female,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.24,3434.81,No
ID2907,Male,0,No,No,35,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),105.0,3738.18,No
ID2908,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.54,1624.34,No
ID2909,Male,0,Yes,Yes,9,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,60.15,696.98,Yes
ID2910,Female,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),59.23,4185.22,No
ID2911,Male,0,Yes,No,20,Yes,No phone service,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),84.68,1920.97,No
ID2912,Female,0,No,No,57,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.22,6209.76,No
ID2913,Female,0,No,Yes,44,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),109.48,4611.38,No
ID2914,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),97.15,6485.81,Yes
ID2915,Male,0,No,No,10,No,No,DSL,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,53.82,323.7,No
ID2916,Male,1,Yes,No,17,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,1229.17,Yes
ID2917,Male,1,No,Yes,15,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,91.31,1363.42,No
ID2918,Female,0,No,No,55,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.86,4701.82,No
ID2919,Female,0,No,No,64,No,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,110.53,7014.61,Yes
ID2920,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),97.87,6002.72,Yes
ID2921,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,116.6,1421.56,No
ID2922,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,40.51,2231.9,No
ID2923,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,110.97,4266.85,No
ID2924,Female,1,Yes,No,13,No,No,DSL,Yes,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),116.14,1568.01,Yes
ID2925,Female,0,No,No,3,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Electronic check,109.23,359.89,No
ID2926,Female,0,Yes,Yes,7,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,32.44,228.69,No
ID2927,Female,0,No,Yes,58,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.86,6400.57,Yes
ID2928,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,94.41,3050.14,Yes
ID2929,Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),54.61,2799.94,No
ID2930,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),64.01,1695.92,Yes
ID2931,Male,0,Yes,No,47,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.78,1202.27,Yes
ID2932,Male,0,No,No,46,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.7,2722.47,No
ID2933,Male,0,No,Yes,57,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,43.11,2381.51,Yes
ID2934,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),90.55,611.58,Yes
